CRIM,ZN,INDUS,CHAS,NOX,RM,AGE,DIS,RAD,TAX,PTRATIO,B,LSTAT,PRICE
0.23463404498842955,62,22.327489555298666,0,0.7903963398395171,6.4054246135042,22.468632344645798,11.716724195592317,11,347.73396231337966,17.370413147419743,384.5658161694556,3.764644634322424,18045.708031076367
1.5050607154587605,16,6.167394251269124,0,0.6669401592185714,6.243790558481908,24.151623961472872,1.767807200760918,16,464.9851705107103,20.399977606043436,254.36430628389536,15.893417148761095,19301.40456598418
0.6583728467727247,72,23.633696661434772,0,0.40417107975896127,5.172640004350735,31.373635736311645,7.101564807580949,17,539.1959427515065,15.393228356557112,306.3473702650126,25.43994413879626,11339.063922568223
0.4564712768879766,32,18.11164595190417,0,0.5021653938740879,6.584845994544533,37.07146783805516,9.225737847353097,19,496.3854704350924,19.08899112773316,31.685260003348326,9.524713076422485,13089.207809339036
0.08481243523117314,83,3.4280190016706324,0,0.5042853199679667,5.1612711771783655,73.21169553907242,9.912844453694845,18,274.1801686447584,21.93783975378172,18.823351784007556,4.022652284082161,14207.01653303846
0.08479814595730259,76,12.43513752610883,0,0.427701722514344,6.720455253863725,32.58610240014626,5.5521021185287545,3,286.0430162263132,15.146289089351988,7.7792201472324685,28.72076422440983,21524.071646216988
0.029919384304340338,91,25.90554421838871,0,0.7839306072303717,6.481504329030912,29.50995129416576,3.245832150850673,21,639.3846248964572,18.740175348839674,75.51761110937778,23.686303055933493,12193.726771366943
1.0056154322399697,28,27.688806953954547,0,0.5913021178303696,6.293765865818648,81.17753131810234,1.465765066496222,16,479.17615753205683,20.443148641523823,165.76335908739804,36.58565744152497,6312.038824123876
0.45954107681363227,12,13.971003669564396,0,0.7583258389487528,5.736103388583075,73.68442270879315,7.376987728069472,6,634.9689164488445,21.15807583350672,374.3304533611291,13.395089199518534,6545.026562590712
0.6156250308522951,45,14.425109342672206,0,0.5288862013778514,6.403045847866517,54.82593771641889,5.982021772943718,12,385.7732556599372,19.17932690940102,182.82386370631053,3.223445906447189,22114.147583967286
0.010399653999569311,34,27.553641748179032,0,0.45009342817313086,6.753460396668826,63.944781718408315,11.436188346646821,11,507.2000037156619,14.836079234171363,116.10204214901177,27.436601272070646,4318.673585186887
1.751778737579156,5,17.612046724097016,0,0.5897344439624855,6.414646344775721,44.95872162611348,1.6666539848640076,15,461.83170802730535,15.262821515689465,224.77410140786534,19.782403078716843,20177.4996684116
0.8932147716773375,81,0.9854001073031504,0,0.4455826538857269,5.530824984791634,58.60003361882885,8.539348777906064,15,359.5617449102313,12.207580321239643,44.773831253915695,8.675341530008863,25070.35402248652
0.1193438126244735,68,27.382483886373866,0,0.594406201191016,6.187184887648825,60.53381191861966,1.274628443320629,16,434.95768601679765,19.608859776715097,243.80235640199328,29.142243604171338,10922.050053522806
0.10033949437483168,46,7.446793282714557,0,0.7681188724877631,6.792424490406526,50.97898169424767,2.88577594381597,10,451.24543841346605,12.427396060619515,227.37278173220133,8.335197490597974,32245.952027661093
0.10130571141612853,24,17.328958622746416,0,0.6083072567336851,7.539368726389692,92.52577685377302,5.989368999151175,12,300.3854873783393,20.646523546027456,316.79721336228386,10.383819573985717,24341.699284344108
0.18137686473023856,65,4.965399522839214,0,0.6465998907580335,5.856350917850563,21.28494919848049,6.00359687083155,13,357.50518618836577,13.186606144745388,394.6750446468096,4.331027957201889,26173.247339444057
0.3719639154304272,9,1.0163748073978496,0,0.46265537478952334,6.600518174292001,82.57370104729969,8.542705972270083,4,595.7048752534878,13.718765121359242,100.3493886864442,15.37956204511076,13537.550091329806
0.28276853339016833,55,9.344195133982723,0,0.41749425035198784,6.794136364059023,29.950626499305947,11.012343383545323,7,657.8941197270635,16.765264708322373,203.86258032150425,16.081452061747083,15409.067291427154
0.17211149627697075,29,23.41487122638263,0,0.44432318487192285,5.431316500707165,83.80378884297596,8.029353748064128,22,379.89704677264973,19.378804151687422,363.54616252760144,19.524224452538743,6894.531325436354
0.47318543694989934,4,8.327615178882544,0,0.6394126302737463,7.247454822643037,69.27295325413769,11.488886076366597,2,353.4861411045091,13.390022051990776,314.0759537691365,26.522713616455988,9520.467081536704
0.07511726436366933,32,6.602916422432912,0,0.4380046795969219,5.254370721141588,87.46224727491219,10.697772038657973,15,297.59858228594123,16.400710750664985,194.96252124032304,33.61963343249533,1490.8412954734122
0.17275775600120113,64,6.380423530236788,0,0.5503971559765246,6.566289860523083,27.801146051271797,7.429497750838692,8,539.2455843252906,16.828512744101047,378.14865984591114,5.958427559961111,27894.03373769262
0.22813860911042352,17,15.455210472204378,0,0.6200367761832625,6.213723845682946,64.71845072798192,10.171711460107101,7,361.54985083316865,14.122856416685913,22.89467740672375,2.956531540551654,18051.28454418666
0.3044673439298875,95,29.266239470482688,1,0.5554611194519389,6.0389028919987116,60.087030420975765,8.068353713559974,15,693.8747695495942,13.155583766806318,372.3994478850336,1.6671244093959983,21866.06153170856
